Downloaded on,03/10/2025,19:11:46 EDT,,,,,,,,,,,,
Search URL,https://www.congress.gov/search?q=%7B%22source%22%3A%22all%22%2C%22search%22%3A%22legislativeSource%3A%5C%22Legislation%5C%22+AND+congressId%3A118+AND+actionCode%3A%5C%225000%5C%22+AND+chamber%3A%5C%22House%5C%22%22%7D,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 7322,https://www.congress.gov/bill/118th-congress/house-bill/7322,118th Congress (2023-2024),SUE for Immigration Enforcement Act of 2024,"Bishop, Dan [Rep.-R-NC-8]",02/13/2024,House - Judiciary,"Placed on the Union Calendar, Calendar No. 360.",04/02/2024,13,,,,,
H.R. 4167,https://www.congress.gov/bill/118th-congress/house-bill/4167,118th Congress (2023-2024),Protecting America’s Distribution Transformer Supply Chain Act,"Hudson, Richard [Rep.-R-NC-9]",06/15/2023,House - Energy and Commerce,"Placed on the Union Calendar, Calendar No. 356.",03/26/2024,41,,,,,
H.R. 2882,https://www.congress.gov/bill/118th-congress/house-bill/2882,118th Congress (2023-2024),"Further Consolidated Appropriations Act, 2024","Ciscomani, Juan [Rep.-R-AZ-6]",04/26/2023,"House - Natural Resources, Education and the Workforce",Became Public Law No: 118-47.,03/23/2024,7,,,,,
H.R. 7023,https://www.congress.gov/bill/118th-congress/house-bill/7023,118th Congress (2023-2024),Creating Confidence in Clean Water Permitting Act,"Rouzer, David [Rep.-R-NC-7]",01/17/2024,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/22/2024,0,,,,,
H.R. 1023,https://www.congress.gov/bill/118th-congress/house-bill/1023,118th Congress (2023-2024),Cutting Green Corruption and Taxes Act,"Palmer, Gary J. [Rep.-R-AL-6]",02/14/2023,House - Energy and Commerce,Motion to reconsider laid on the table Agreed to without objection.,03/22/2024,5,,,,,
H.R. 1836,https://www.congress.gov/bill/118th-congress/house-bill/1836,118th Congress (2023-2024),Ocean Shipping Reform Implementation Act of 2023,"Johnson, Dusty [Rep.-R-SD-At Large]",03/28/2023,"House - Transportation and Infrastructure | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/22/2024,3,,,,,
H.R. 7520,https://www.congress.gov/bill/118th-congress/house-bill/7520,118th Congress (2023-2024),Protecting Americans’ Data from Foreign Adversaries Act of 2024,"Pallone, Frank [Rep.-D-NJ-6]",03/05/2024,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/21/2024,5,,,,,
H.R. 6009,https://www.congress.gov/bill/118th-congress/house-bill/6009,118th Congress (2023-2024),Restoring American Energy Dominance Act,"Boebert, Lauren [Rep.-R-CO-3]",10/20/2023,House - Natural Resources | Senate - Energy and Natural Resources,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,03/21/2024,12,,,,,
H.R. 1121,https://www.congress.gov/bill/118th-congress/house-bill/1121,118th Congress (2023-2024),Protecting American Energy Production Act,"Duncan, Jeff [Rep.-R-SC-3]",02/21/2023,"House - Energy and Commerce, Natural Resources | Senate - Energy and Natural Resources",Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,03/21/2024,29,,,,,
H.R. 6261,https://www.congress.gov/bill/118th-congress/house-bill/6261,118th Congress (2023-2024),Impact of Crime on Public Building Usage Act of 2023,"Chavez-DeRemer, Lori [Rep.-R-OR-5]",11/07/2023,"House - Transportation and Infrastructure, Oversight and Accountability, Judiciary | Senate - Environment and Public Works",Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/20/2024,1,,,,,
H.R. 6260,https://www.congress.gov/bill/118th-congress/house-bill/6260,118th Congress (2023-2024),FOCUS Act,"Chavez-DeRemer, Lori [Rep.-R-OR-5]",11/07/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/20/2024,1,,,,,
H.Res. 1085,https://www.congress.gov/bill/118th-congress/house-resolution/1085,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 1023) to repeal section 134 of the Clean Air Act, relating to the greenhouse gas reduction fund; providing for consideration of the bill (H.R. 1121) to prohibit a moratorium on the use of hydraulic fracturing; providing for consideration of the bill (H.R. 6009) to require the Director of the Bureau of Land Management to withdraw the proposed rule relating to fluid mineral leases and leasing process, and for other purposes; providing for consideration of the concurrent resolution (H. Con. Res. 86) expressing the sense of Congress that a carbon tax would be detrimental to the United States economy; providing for consideration of the resolution (H. Res. 987) denouncing the harmful, anti-American energy policies of the Biden administration, and for other purposes; and providing for consideration of the bill (H.R 7023) to amend section 404 of the Federal Water Pollution Control Act to codify certain regulatory provisions relating to nationwide permits for dredged or fill material, and for other purposes.","Reschenthaler, Guy [Rep.-R-PA-14]",03/19/2024,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,03/20/2024,0,,,,,
H.R. 766,https://www.congress.gov/bill/118th-congress/house-bill/766,118th Congress (2023-2024),Dr. Michael C. Burgess Preventive Health Savings Act,"Burgess, Michael C. [Rep.-R-TX-26]",02/02/2023,House - Budget,Received in the Senate.,03/20/2024,29,,,,,
H.R. 6185,https://www.congress.gov/bill/118th-congress/house-bill/6185,118th Congress (2023-2024),GRID Act,"Duncan, Jeff [Rep.-R-SC-3]",11/02/2023,House - Energy and Commerce,"Placed on the Union Calendar, Calendar No. 353.",03/19/2024,0,,,,,
H.R. 4278,https://www.congress.gov/bill/118th-congress/house-bill/4278,118th Congress (2023-2024),Restore VA Accountability Act of 2023,"Bost, Mike [Rep.-R-IL-12]",06/22/2023,House - Veterans' Affairs,"Placed on the Union Calendar, Calendar No. 351.",03/15/2024,27,,,,,
H.R. 7521,https://www.congress.gov/bill/118th-congress/house-bill/7521,118th Congress (2023-2024),Protecting Americans from Foreign Adversary Controlled Applications Act,"Gallagher, Mike [Rep.-R-WI-8]",03/05/2024,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation","Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",03/14/2024,54,,,,,
H.R. 6276,https://www.congress.gov/bill/118th-congress/house-bill/6276,118th Congress (2023-2024),USE IT Act of 2023,"Perry, Scott [Rep.-R-PA-10]",11/07/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/14/2024,0,,,,,
H.R. 6421,https://www.congress.gov/bill/118th-congress/house-bill/6421,118th Congress (2023-2024),Affordable HOMES Act,"Bucshon, Larry [Rep.-R-IN-8]",11/15/2023,House - Energy and Commerce,"Placed on the Union Calendar, Calendar No. 350.",03/12/2024,20,,,,,
H.Res. 1071,https://www.congress.gov/bill/118th-congress/house-resolution/1071,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 6276) to direct the Administrator of General Services and the Director of the Office of Management and Budget to identify the utilization rate of certain public buildings and federally-leased space, and for other purposes, and providing for consideration of the resolution (H. Res. 1065) denouncing the Biden administration's immigration policies.","Massie, Thomas [Rep.-R-KY-4]",03/11/2024,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,03/12/2024,0,,,,,
H.R. 1752,https://www.congress.gov/bill/118th-congress/house-bill/1752,118th Congress (2023-2024),E-BRIDGE Act,"Graves, Sam [Rep.-R-MO-6]",03/23/2023,"House - Transportation and Infrastructure, Financial Services, Budget | Senate - Environment and Public Works",Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/12/2024,7,,,,,
H.R. 886,https://www.congress.gov/bill/118th-congress/house-bill/886,118th Congress (2023-2024),Save Our Seas 2.0 Amendments Act,"Bonamici, Suzanne [Rep.-D-OR-1]",02/09/2023,"House - Transportation and Infrastructure, Natural Resources",Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 346.,03/12/2024,9,,,,,
H.R. 6254,https://www.congress.gov/bill/118th-congress/house-bill/6254,118th Congress (2023-2024),Public Buildings Accountability Act of 2023,"Van Orden, Derrick [Rep.-R-WI-3]",11/07/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/12/2024,0,,,,,
H.R. 3843,https://www.congress.gov/bill/118th-congress/house-bill/3843,118th Congress (2023-2024),Action for Dental Health Act of 2023,"Kelly, Robin L. [Rep.-D-IL-2]",06/06/2023,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",Star Print ordered on the bill.,03/12/2024,15,,,,,
H.R. 6316,https://www.congress.gov/bill/118th-congress/house-bill/6316,118th Congress (2023-2024),"To amend title 40, United States Code, to establish an expiration date of certain committee resolutions with respect to leases or projects, and for other purposes.","Titus, Dina [Rep.-D-NV-1]",11/08/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/12/2024,1,,,,,
H.R. 6277,https://www.congress.gov/bill/118th-congress/house-bill/6277,118th Congress (2023-2024),FASTA Reform Act of 2023,"Perry, Scott [Rep.-R-PA-10]",11/07/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/12/2024,1,,,,,
H.R. 929,https://www.congress.gov/bill/118th-congress/house-bill/929,118th Congress (2023-2024),Puyallup Tribe of Indians Land Into Trust Confirmation Act of 2023,"Kilmer, Derek [Rep.-D-WA-6]",02/09/2023,House - Natural Resources,"Placed on the Union Calendar, Calendar No. 349.",03/12/2024,1,,,,,
H.R. 532,https://www.congress.gov/bill/118th-congress/house-bill/532,118th Congress (2023-2024),"To designate the Federal building and United States courthouse located at 600 East First Street in Rome, Georgia, as the ""Harold L. Murphy Federal Building and United States Courthouse"".","Greene, Marjorie Taylor [Rep.-R-GA-14]",01/26/2023,House - Transportation and Infrastructure | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,03/12/2024,1,,,,,
H.R. 2799,https://www.congress.gov/bill/118th-congress/house-bill/2799,118th Congress (2023-2024),Expanding Access to Capital Act of 2023,"McHenry, Patrick T. [Rep.-R-NC-10]",04/24/2023,"House - Financial Services, Education and the Workforce | Senate - Banking, Housing, and Urban Affairs","Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",03/11/2024,0,,,,,
H.R. 4366,https://www.congress.gov/bill/118th-congress/house-bill/4366,118th Congress (2023-2024),"Consolidated Appropriations Act, 2024","Carter, John R. [Rep.-R-TX-31]",06/27/2023,House - Appropriations,Became Public Law No: 118-42.,03/09/2024,0,,,,,
H.Res. 1052,https://www.congress.gov/bill/118th-congress/house-resolution/1052,118th Congress (2023-2024),"Providing for consideration of the bill (H.R. 2799) to make reforms to the capital markets of the United States, and for other purposes, and providing for consideration of the bill (H.R. 7511) to require the Secretary of Homeland Security to take into custody aliens who have been charged in the United States with theft, and for other purposes.","Houchin, Erin [Rep.-R-IN-9]",03/05/2024,House - Rules,Motion to reconsider laid on the table Agreed to without objection.,03/06/2024,0,,,,,
H.R. 3838,https://www.congress.gov/bill/118th-congress/house-bill/3838,118th Congress (2023-2024),Preventing Maternal Deaths Reauthorization Act of 2023,"Burgess, Michael C. [Rep.-R-TX-26]",06/06/2023,House - Energy and Commerce,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 338.,03/06/2024,24,,,,,
H.R. 3277,https://www.congress.gov/bill/118th-congress/house-bill/3277,118th Congress (2023-2024),Energy Emergency Leadership Act,"Walberg, Tim [Rep.-R-MI-5]",05/11/2023,House - Energy and Commerce,Received in the Senate.,03/06/2024,10,,,,,
H.R. 6976,https://www.congress.gov/bill/118th-congress/house-bill/6976,118th Congress (2023-2024),Protect Our Communities from DUIs Act,"Moore, Barry [Rep.-R-AL-2]",01/11/2024,House - Judiciary | Senate - Judiciary,Read twice and referred to the Committee on the Judiciary.,03/06/2024,0,,,,,
H.R. 5969,https://www.congress.gov/bill/118th-congress/house-bill/5969,118th Congress (2023-2024),Improving Travel for Families Act,"Luttrell, Morgan [Rep.-R-TX-8]",10/17/2023,"House - Homeland Security, Ways and Means | Senate - Homeland Security and Governmental Affairs",Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,03/06/2024,2,,,,,
H.R. 6317,https://www.congress.gov/bill/118th-congress/house-bill/6317,118th Congress (2023-2024),"To require the Administrator of the General Services Administration to submit a report describing a process for seeking public comment about proposed changes to mandatory design standards for public buildings, and for other purposes.","Titus, Dina [Rep.-D-NV-1]",11/08/2023,House - Transportation and Infrastructure,"Placed on the Union Calendar, Calendar No. 336.",03/06/2024,0,,,,,
